uni_id,course_name,title,authors,publication_year,resource_type,field_of_education
3,australian criminal law i,consultation paper review of the forensic provisions of the mental health act 1990 and the mental health (criminal procedure) act 1990,gregjames,2006.0,governmentpublication,society
3,writing genre,the oxford book of gothic tales,chrisbaldick,1992.0,book,arts
3,professional naturopathic studies,how toxic is your sunscreen? toxic sunscreen ingredients exposed,peterdingle,2009.0,article,health
3,curating contemporary culture,the future of the image,jacquesranciere,2007.0,book,society
3,competitive strategy,european business review guest editor dr juan carlos sosa varela,juanvarela,2015.0,book,society
3,gender sexuality and culture,constructing sexualities readings in sexuality gender and culture,suzannelafont,2003.0,book,society
3,financial planning,financial planning in australia,sharontaylor,2005.0,book,commerce
3,financial planning,money management,brucebond,1991.0,book,society
3,theories of text and culture,bodies that matter on the discursive limits of sex,judithbutler,1993.0,book,society
3,selfmanagement and lifestyle medicine,nutrition counseling and education skill development,kathleenbauer,2012.0,book,society
3,communicating at university,health information technology and cognitive load an exploratory study into electronic medical record system training and instructional design,sarangseyed,2020.0,thesis,arts
3,selfmanagement and lifestyle medicine,abc of nutrition,atruswell,1986.0,book,society
3,theories of text and culture,literary theory the complete guide,maryklages,2017.0,book,society
3,lifestyle medicine and professional practice,american cardiology the history of a speciality and its college,wbrucefye,1996.0,book,arts
3,psychological and environmental influences in lifestyle medicine,dermatology,jeanbolognia,2003.0,book,society
3,psychological and environmental influences in lifestyle medicine,american journal on addictions,academyamerican,1900.0,book,society
3,outdoor education i,map reading handbook,statetasmania,1970.0,book,education
3,theories of text and culture,new historicism and cultural materialism,johnbrannigan,1998.0,book,society
3,lifestyle medicine and professional practice,benny jozua mamoto jejak langkah sang jenderal,ericdajoh,2015.0,book,health
3,psychological and environmental influences in lifestyle medicine,nursing interventions and clinical skills,anneperry,1996.0,book,society
3,aboriginal cultural strengths,strong and smart   towards a pedagogy for emancipation education for first peoples,chrissarra,2011.0,book,arts
3,welfare law,issues facing australian families human services respond,wendyweeks,1990.0,book,hospitality
3,human rights,left legalism,wendybrown,2002.0,book,society
3,human rights,cases and materials on international law,dharris,1973.0,book,society
3,aboriginal social realities,aboriginal law bulletin,jasonbehrendt,1991.0,book,society
3,aboriginal social realities,australian historical studies,ofuniversity,1995.0,book,society
3,welfare law,an australian lawyer examines law in the ussr,royturner,1979.0,book,society
3,nonstandard lives work and family in australia,social policy in the post welfare state australian society in the 21st century,adamjamrozik,2005.0,book,society
3,nonstandard lives work and family in australia,work lifestyle choices in the 21st century preference theory,catherinehakim,2000.0,book,society
3,contemporary music styles,strange sounds music technology and culture,timothytaylor,2001.0,book,society
3,introduction to psychology ii,personality and social psychology review an official journal of the society for personality and social psychology inc,eliotsmith,2001.0,book,society
3,professional placement,transport at the millennium,sglong,1997.0,book,society
3,introduction to creative writing,the penguin book of australian women poets,susanhampton,1986.0,book,arts
3,sustainable business management,climate policy costs and design,nordiskaministerradet,2009.0,book,arts
3,introduction to creative writing,writing our future towards an organisational history of the australian association of writing programs,donnabrien,2009.0,article,arts
3,unruly subjects citizenship,a nation by rights national cultures sexual identity politics and the discourse of rights,carlstychin,1998.0,book,society
3,sustainable business management,frontiers of engineering reports on leading edge engineering from the 2006 symposium,onsymposium,2007.0,conferenceproceedings,society
3,sustainable business management,potato biology and biotechnology advances and perspectives,dvreugdenhil,2007.0,book,society
3,audio visual synchronisation,composing for the films,hannseisler,1947.0,book,arts
3,unruly subjects citizenship,governing the soul the shaping of the private self,nikolasrose,1989.0,book,society
3,unruly subjects citizenship,cultural pedagogies and human conduct,catherinedriscoll,2015.0,book,society
3,audio visual synchronisation,film music a very short introduction,kathrynkalinak,2010.0,book,arts
3,exercise and musculoskeletal health,reichels care of the elderly clinical aspects of aging,williamreichel,1999.0,book,society
3,exercise and musculoskeletal health,using whole body vibration in physical therapy and sport clinical practice and treatment exercises,alfioalbasini,2009.0,book,society
3,issues and enquiry in arts and business,essentials of ecology,colintownsend,1999.0,book,arts
3,understanding children and childhood,neuroticism and the course of depressive disorder from mid adolescence to young adulthood an investigation of australian adolescents in the victorian adolescent health cohort study,melissaoshea,2002.0,thesis,society
3,principles of gastronomy,sweets,wendyblaxland,1995.0,book,science
3,principles of gastronomy,accounting for taste the triumph of french cuisine,priscillaferguson,2004.0,book,commerce
3,indigenous knowledge,learning communities and imagined social capital learning to belong,joceyquinn,2010.0,book,society
3,indigenous knowledge,pp no 478 of 2012 no 7 (2012),parliamentaustralia,2012.0,book,society
3,indigenous knowledge,the dreaming and other essays,wstanner,2009.0,book,society
3,indigenous knowledge,heartsick for country stories of love spirit and creation,sallymorgan,2008.0,book,arts
3,indigenous knowledge,dingo makes us human life and land in an aboriginal australian culture,deborahrose,1991.0,book,society
3,exercise physiology for healthy individuals,handbook of porphyrin science with applications to chemistry physics materials science engineering biology and medicine,karlkadish,2010.0,book,health
3,local government,the australian local government handbook,localaustralian,1989.0,book,society
3,exercise physiology for healthy individuals,current issues in flexibility fitness,duaneknudson,2000.0,governmentpublication,health
3,qualitative research methods for health,qualitative methods for health research,judithgreen,2004.0,book,health
3,care management and leadership,the gerontologist,societygerontological,1961.0,microform,society
3,understanding the business environment,corporate communications,societyamerican,1974.0,book,commerce
3,criminology,the age,geofftodd,1977.0,book,society
3,local government,sustainable development,susanbaker,2006.0,book,society
3,human growth development and ageing,reading peer review plos one and institutional change in academia,martineve,2021.0,book,society
3,writing lives,past tenses essays on writing autobiography and history,carolynsteedman,1992.0,book,arts
3,physical health care in mental health,analysis of healthcare interventions that change patient trajectories,jbigelow,2005.0,book,society
3,writing lives,australian folklore a yearly journal of folklore studies   the passing of ron edwards and col newsome more kelly legends and schoolchildrens folklore revisited,johnryan,2008.0,book,arts
3,peace war and international politics,the political economy of chinese finance,jchoi,2016.0,book,society
3,peace war and international politics,european values in international relations,jarauhan,1990.0,conferenceproceedings,society
3,peace war and international politics,prism,fayekellerman,2009.0,book,society
3,peace war and international politics,international security,edvardbenes,1900.0,book,society
3,peace war and international politics,the economics of african development,andrewkamarck,1967.0,book,society
3,peace war and international politics,international peacekeeping,boriskondoch,2007.0,book,society
3,writing lives,delinquent angel,dianageorgeff,2007.0,book,arts
3,peace war and international politics,the globalization of world politics an introduction to international relations,johnbaylis,1997.0,book,society
3,peace war and international politics,international mediation,jacobbercovitch,1991.0,book,society
3,peace war and international politics,foreign affairs,patriciascanlan,1995.0,book,society
3,engaging with children and young people,australasian psychiatry bulletin of the royal australian and new zealand college of psychiatrists,australianroyal,1900.0,periodical,society
3,engaging with children and young people,interventions with bereaved children,margaretpennells,1995.0,book,society
3,service management for tourism and hospitality,international human resource management from cross cultural management to managing a diverse workforce,katehutchings,2007.0,book,hospitality
3,culture and change implementation,leader to leader,franceshesselbein,2013.0,book,society
3,writing from the edge,writing situations,sidneydobrin,2015.0,book,arts
3,service management for tourism and hospitality,service quality multidisciplinary and multinational perspectives,stephenbrown,1991.0,conferenceproceedings,hospitality
3,nutrition physiology,crystallography of supragingival and subgingival human dental calculus,margaretasundberg,1984.0,book,health
3,writing from the edge,uplands poems,louisecrisp,2007.0,book,arts
3,legal research context perspective and method,multimethod research a synthesis of styles,johnbrewer,1989.0,book,society
3,communication in organisations,introducing communication theory analysis and application,lrichard,2012.0,book,IT
3,high acuity midwifery,obstetrics prepare for the mrcog key articles from the obstetrics gynaecology and reproductive medicine journal,philipbaker,2015.0,book,arts
3,nutrition physiology,lecture notes anton emmanuel stephen inns,antonemmanuel,2011.0,book,health
3,nutrition physiology,neuropharmacology,tstone,1995.0,book,society
3,sensory cultures,sensing the past seeing hearing smelling tasting and touching in history,marksmith,2007.0,governmentpublication,arts
3,short story writing,dubliners,jamesjoyce,1991.0,audiobook,arts
3,sensory cultures,the book of touch,constanceclassen,2005.0,book,society
3,the mental health of australian indigenous peoples,psychotherapy and politics,nicktotton,2000.0,book,society
3,writing place landscapes memory history,the post colonial studies reader,helentiffin,1994.0,book,arts
3,the mental health of australian indigenous peoples,counselling psychology quarterly (online masterfile elite),publishingebsco,1900.0,periodical,arts
3,global marketing,herald sun,roberthaldane,1999.0,book,society
3,global marketing,the courier mail guide to brisbane pubs,mikeoconnor,1989.0,book,society
3,the mental health of australian indigenous peoples,child youth and family health strengthening communities,margaretbarnes,2007.0,book,society
3,writing from the edge,what is surrealism?,andrebreton,1936.0,book,arts
3,music industry landscapes,the cultural study of music a critical introduction,martinclayton,2003.0,book,society
3,human resource management,job stress from theory to suggestions,heatherhayes,1986.0,thesis,society
3,primary health care midwifery,hormones and behavior,seymourlevine,1972.0,book,society
3,allied health honours thesis i,research methods in education,louiscohen,1979.0,book,education
3,colonising histories,writing the country,ashleyhay,2018.0,book,arts
3,allied health honours thesis i,evaluation in the face of uncertainty anticipating surprise and responding to the inevitable,jonathanmorell,2010.0,book,health
3,allied health honours thesis i,do it yourself social research,yolandwadsworth,1983.0,book,society
3,aesthetics of food and wine,authenticity in the kitchen proceedings of the oxford symposium on food and cookery 2005,symposiumoxford,2006.0,conferenceproceedings,hospitality
3,allied health honours thesis i,practical program evaluation assessing and improving planning implementation and effectiveness,hueytsyhchen,2005.0,book,health
3,allied health honours thesis i,basics of qualitative research techniques and procedures for developing grounded theory,julietcorbin,1998.0,book,society
3,communication development across the lifespan,ambulatory pediatrics,pediatricambulatory,1900.0,periodical,society
3,allied health honours thesis i,evaluation fundamentals insights into the outcomes effectiveness and quality of health programs,arlenefink,2005.0,book,commerce
3,allied health honours thesis i,principles of assessment and outcome measurement for occupational therapists and physiotherapists theory skills and application,alisonfawcett,2007.0,book,health
3,communication development across the lifespan,policy,hcolebatch,1998.0,book,society
3,allied health honours thesis i,systematic approaches to a successful literature review,andrewbooth,2011.0,book,society
3,allied health honours thesis i,social research methods qualitative and quantitative approaches,williamneuman,1991.0,book,society
3,colonising histories,issue analysis law enforcemnet in parks canada activities,parkscanadian,1985.0,book,society
3,storytelling,the power of story teaching through storytelling,rivescollins,1997.0,book,arts
3,social work foundations for practice,guardian,jackcampbell,2013.0,book,society
3,social work foundations for practice,promoting diversity and social justice educating people from privileged groups,dianegoodman,2000.0,book,society
3,healthcare professional portfolio part a,contexts of nursing an introduction,johndaly,1900.0,book,arts
3,entrepreneurship in tourism and hospitality,entrepreneurship in the hospitality tourism and leisure industries,alisonmorrison,1999.0,book,hospitality
3,hospitality history politics and culture,the economics of services,garyakehurst,1987.0,book,hospitality
3,criminal process,principles of criminal law,simonbronitt,1900.0,book,society
3,food and drink in contemporary society,food studies an introduction to research methods,jeffmiller,2009.0,book,hospitality
3,criminal process,drug testing the sporting experience the employment possibility papers presented at a seminar held by the legal research foundation at the university of auckland on 19 april 1995,researchlegal,1995.0,conferenceproceedings,society
3,primary health care midwifery,through the patients eyes understanding and promoting patient centered care,margaretgerteis,1993.0,book,society
3,the role of the midwife as leader mentor and educator,the social context of birth,carolinesquire,2003.0,book,society
3,qualitative research methods,business research methods,donaldcooper,1998.0,book,commerce
3,primary health care midwifery,health systems’ ability to deliver maternal health services in sub saharan african countries which experienced major armed conflicts (wars) during 1990–2015 lessons for the sustainable development goals 2030,cholchol,2021.0,thesis,hospitality
3,the role of the midwife as leader mentor and educator,action research,erneststringer,1999.0,book,education
3,global social movements,sociological theory,georgeritzer,1983.0,book,society
3,utilising research to promote quality in health care,error reduction in health care a systems approach to improving patient safety,patricespath,2011.0,book,society
3,written communication,academic instincts,marjoriegarber,2001.0,book,arts
3,networked society,approaching religion based on papers read at the symposium on methodology in the study of religions held at åbo finland on the 4th 7th august 1997,associationinternational,1999.0,conferenceproceedings,society
3,utilising research to promote quality in health care,the land of look behind prose and poetry,michellecliff,1985.0,book,society
3,utilising research to promote quality in health care,how to read a paper the basics of evidence based medicine,trishagreenhalgh,1997.0,book,society
3,networked society,sociology in the age of the internet,allisoncavanagh,2007.0,book,society
3,networked society,think marriages and families,jeniferkunz,2010.0,book,society
3,indigenous jurisprudence,the land is the source of the law a dialogic encounter with indigenous jurisprudence,cblack,2010.0,book,society
3,written communication,literacies,marykalantzis,2012.0,book,arts
3,global social movements,globalization and resistance transnational dimensions of social movements,hankjohnston,2002.0,book,society
3,speech voice and hearing sciences,speech analysis in indian languages,onworkshop,1971.0,book,society
3,writing place landscapes memory history,words for country landscape and language in australia,timbonyhady,2001.0,book,arts
3,short story writing,how fiction works,jameswood,2008.0,book,arts
3,exercise and musculoskeletal health,physiological anthropology,albertdamon,1975.0,book,health
3,pharmacognosy,drugs of natural origin a textbook of pharmacognosy,gunnarsamuelsson,1992.0,book,health
3,pharmacognosy,epilepsy and behavior,orrindevinsky,1991.0,book,health
3,pharmacognosy,phytochemistry of plants used in traditional medicine,societyphytochemical,1995.0,conferenceproceedings,health
3,international and comparative human resource management,international labour review,labourinternational,1900.0,book,society
3,australia asia and the world,cultural citizenship in the 21st century adult learning and indigenous peoples adult learning and the challenges of the 21st century a series of 29 booklets documenting workshops held at the fifth international conference on adult education (hamburg germany july 14 18 1997),nationsunited,1999.0,microform,society
3,australia asia and the world,crystal mandala journal,alanafairchild,2019.0,book,society
3,quantitative research methods for health,cardiovascular nursing standard care care plans teaching plans,karenmajorowicz,1989.0,book,society
3,the role of the perioperative nurse  surgeon's assistant,aorn patient classification instrument for perioperative nursing,carolapplegeet,1991.0,book,health
3,earth systems ii the hydrosphere,stream hydrology an introduction for ecologists,nancygordon,1992.0,book,arts
3,environmental education,the nature principle human restoration and the end of nature deficit disorder,richardlouv,2011.0,book,education
3,global perspectives in music,race music black cultures from bebop to hip hop,guthrieramsey,2003.0,book,society
3,global perspectives in music,will pop eat itself?,jeremybeadle,1993.0,book,society
3,australia asia and the world,teaching physical education,muskamosston,1981.0,book,society
3,global perspectives in music,ethnomusicology,johngreenway,1976.0,book,society
3,philosophy on screen film and television,philosophy through film,marylitch,2002.0,book,arts
3,fisheries management,alphaviruses current biology,sureshmahalingam,2016.0,book,society
3,exercise biochemistry and drugs in sport,diabetes and its late complications,nazionaleconsiglio,1982.0,conferenceproceedings,society
3,introduction to sociology,society and gender an introduction to sociology,gillianlupton,1992.0,book,society
3,fisheries management,science,emilygrossman,1900.0,book,society
3,indigenous research theory and practice,handbook of critical and indigenous methodologies,normandenzin,2008.0,book,society
3,food and wine writing,food and wine pairing a sensory experience,robertharrington,2008.0,book,hospitality
3,food and wine writing,double room,luismagrinya,2017.0,book,hospitality
3,evaluation of occupational therapy programs,introduction to research in the health sciences,stephenpolgar,1900.0,book,health
3,allied health honours seminar ii,the good research guide for small scale social research projects,martyndenscombe,1998.0,book,society
3,evaluation of occupational therapy programs,research methods in practice strategies for description and causation,dahliaremler,2011.0,book,health
3,addiction and aboriginal communities,dancing with power aboriginal health cultural safety and medical education,gregoryphillips,2015.0,thesis,society
3,addiction and aboriginal communities,binaη goonj bridging cultures in aboriginal health,annekatrineckermann,1900.0,book,society
3,organisational change and development,the management development journal of singapor,developmentmanagement,1988.0,book,society
3,organisational change and development,strategy and leadership an experiential leadership,cgopinath,2011.0,book,society
3,facility and risk management for hospitality operations,developing hospitality properties and facilities,josefransley,2000.0,book,hospitality
3,applied ethics and sustainability,perspectives on climate change science economics politics ethics,waltersinnottarmstrong,2005.0,book,society
3,disability and community practice,the road to social work and human service practice,lesleychenoweth,2008.0,book,hospitality
3,facility and risk management for hospitality operations,hotel asset management principles and practices,gregorydenton,2009.0,book,hospitality
3,disability and community practice,psychiatry psychology and law an interdisciplinary journal of the australian and new zealand association of psychiatry psychology and law,andaustralian,1900.0,book,society
3,applied ethics and sustainability,case studies in business ethics,thomasdonaldson,1984.0,book,commerce
3,introduction to written texts,the madwoman in the attic the woman writer and the nineteenth century literary imagination,sandragilbert,1979.0,book,arts
3,research methods for arts and social sciences,communications toolkit,janegrellier,2014.0,book,arts
3,environmental management for hotels and attractions,the business of tourism,jholloway,1983.0,book,society
3,hospitality history politics and culture,foodservice organizations a managerial and systems approach,marygregoire,1985.0,book,hospitality
2, overseas aid and international development (oua) ,globalization knowledge and society readings from international sociology,martinalbrow,1990.0,book,society
2, overseas aid and international development (oua) ,critical social policy,heatherdcruz,1997.0,book,society
2, overseas aid and international development (oua) ,review of the developer contributions system section 94 environmental planning and assessment act 1979 report to minister for urban affairs and planning section 94 review committee   for public discussion,southnew,2000.0,governmentpublication,society
2, overseas aid and international development (oua) ,building community capacity for tourism development,giannamoscardo,2008.0,book,society
2, overseas aid and international development (oua) ,the little refugee,anhdo,2011.0,book,society
2, overseas aid and international development (oua) ,dams and development a new framework for decision making,commissionworld,2000.0,book,society
2, overseas aid and international development (oua) ,experiences of teaching english as an additional language in the mainstream case studies from victoria australia,aimeejessica,2017.0,thesis,society
2, overseas aid and international development (oua) ,co operative approaches to sustainable agriculture,ronaldsteenblik,1998.0,governmentpublication,society
2, overseas aid and international development (oua) ,the taxation of small business in developing countries,akmhaque,2013.0,thesis,society
2, overseas aid and international development (oua) ,a survey of sustainble development social and economic dimensions,jonathanharris,2001.0,book,society
2, overseas aid and international development (oua) ,development studies revisited twenty five years of the journal of development studies,charlescooper,1989.0,book,society
2, overseas aid and international development (oua) ,famine that kills darfur sudan,waalde,2005.0,book,society
2, overseas aid and international development (oua) ,world development,partyliberal,1977.0,book,society
2, overseas aid and international development (oua) ,poor economics a radical rethinking of the way to fight global poverty,abhijitbanerjee,2011.0,book,society
2, overseas aid and international development (oua) ,the myth of aid the hidden agenda of the development reports,denisgoulet,1971.0,book,society
2, practical methods of instruction ,ways of learning learning theories and learning styles in the classroom,alanpritchard,2005.0,book,education
2, practical methods of instruction ,design education a special issue of the journal of the learning sciences,wendynewstetter,2014.0,book,arts
2, practical methods of instruction ,innovation and arts practice work learning and transgression,whitehancocklorraine,2017.0,thesis,arts
2, practical methods of instruction ,membership directory of the pec network mailing addresses of the peace education commission peace education miniprints no 21,akebjerstedt,1990.0,microform,education
2, practical methods of instruction ,a course in english language teaching,pennyur,2012.0,book,society
2, practical methods of instruction ,using group based learning in higher education,linthorley,1994.0,book,education
2, virtual environments for games and simulations ,computer graphics principles and practice,jamesfoley,1990.0,book,environment
2, virtual environments for games and simulations ,programming believable characters for computer games,bylbailliede,2004.0,book,environment
2, crop and pasture science ,principles of plant genetics and breeding,georgeacquaah,2007.0,book,environment
2, crop and pasture science ,principles of field crop production,jpratley,1900.0,book,environment
2, crop and pasture science ,ruling the game of institutional water governance    an analysis of water access power and control in south africa,janoschjan,2018.0,thesis,society
2, introduction to graphic design ,a history of graphic design,philipmeggs,1983.0,book,arts
2, thinking communication ,academic culture a students guide to studying at university,jeanbrick,2006.0,book,society
2, the impact on patient safety ,proceedings of the human factors and ergonomics society  annual meeting,factorshuman,1993.0,conferenceproceedings,society
2, the impact on patient safety ,social coordination and forest conflicts a case study on sarawak malaysia,pohlee,2000.0,thesis,society
2, global biosecurity ,living in the environment principles connections and solutions,gmiller,1979.0,book,society
2, global biosecurity ,animal conservation,harrietbrundle,2018.0,book,society
2, global biosecurity ,global management of infectious disease after ebola,samhalabi,2016.0,book,society
2, knowledge management ,critical success factors for the implementation of a knowledge management system in a knowledge based engineering firm,suryanthonoamidharmo,2014.0,thesis,society
2, knowledge management ,textbook on international human rights,rhonasmith,2003.0,book,society
2, communication strategy and planning ,social media for strategic communication creative strategies and research based applications,karenfreberg,2018.0,book,arts
2, finance law ,us and eu cooperation on financial regulatory reform during the financial crisis the role of interdependence,peteroshea,2015.0,thesis,society
2, finance law ,efficiency transmission a crisis perspective,christianbaylis,2013.0,thesis,society
2, finance law ,australian corporate law,jasonharris,2008.0,book,society
2, finance law ,australian corporate law,jasonharris,2008.0,book,society
2, finance law ,pp no 174 of 2009,parliamentaustralia,2009.0,book,society
2, finance law ,antimicrobial stewardship in general practice,annelesley,2020.0,thesis,society
2, finance law ,madoff with the money,jerryoppenheimer,2009.0,book,society
2, finance law ,securities over personal property,craigwappett,1998.0,book,society
2, finance law ,financial management principles and applications,jpetty,2008.0,book,society
2, finance law ,corporate governance theories principles and practice,johnfarrar,2004.0,book,society
2, internship ,theory practice and trends in human services an introduction,edneukrug,2004.0,book,hospitality
2, small medium and large ,beyond the screen emerging cinema and engaging audiences,sarahatkinson,2014.0,book,arts
2, small medium and large ,the film studies reader,markjancovich,1900.0,book,arts
2, issues and practices ,research in organizational change and development,williampasmore,1995.0,book,society
2, issues and practices ,victorian historical journal royal historical society of victoria,historicalroyal,1900.0,book,society
2, issues and practices ,tracing education policy selections from the oxford review of education,davidphillip,2006.0,book,society
2, issues and practices ,internationalizing curriculum studies histories environments and critiques,cristynehebert,2019.0,book,society
2, issues and practices ,research methods in education,louiscohen,1979.0,book,education
2, issues and practices ,third culture kids the experience of growing up among worlds,davidpollock,2001.0,book,society
2, issues and practices ,alternative visions alternative publics contemporary independent chinese documentary as a public sphere,danieledwards,2014.0,thesis,health
2, issues and practices ,the sage handbook of research in international education,maryhayden,2007.0,book,society
2, issues and practices ,schooling internationally globalisation internationalisation and the future for international schools,richardbates,2010.0,book,society
2, issues and practices ,the effect of institutions organisational governance and managerial intentionality on the internationalisation of smaller indian firms,athenabangara,2008.0,thesis,society
2, issues and practices ,the sage handbook of research in international education,maryhayden,2015.0,book,society
2, issues and practices ,theory of knowledge ib diploma programme,timsprod,2010.0,book,IT
2, communication research ,clinical teaching strategies in nursing,kathleengaberson,1999.0,book,health
2, communication research ,the business communication handbook,judithdwyer,1900.0,book,commerce
2, communication research ,international communication a reader,dayathussu,2010.0,book,society
2, communication research ,human research ethics kit,universitymurdoch,1997.0,book,science
2, communication research ,what color is your parachute? a practical manual for job hunters and career changers,richardbolles,1900.0,book,society
2, communication research ,how to do media and cultural studies,janestokes,2002.0,book,society
2, communication research ,the management of a student research project,johnsharp,1983.0,book,society
2, international security studies ,international relations,joshuagoldstein,1994.0,book,society
2, developing research skills and methods (oua) ,the wonder weeks how to stimulate your babys mental development and help him turn his 10 predictable great fussy phases into magical leaps forward,hettyvanderijt,1992.0,book,society
2, developing research skills and methods (oua) ,surveys in social research,vausde,1900.0,book,society
2, developing research skills and methods (oua) ,hermeneutics an introduction,anthonythiselton,2009.0,book,society
2, primary curriculum iv (humanities and social science science) ,exploration of quality early childhood education the soka kindergarten education model,kiikoikegami,2015.0,thesis,arts
2, primary curriculum iv (humanities and social science science) ,sadako and the thousand paper cranes,eleanorcoerr,1977.0,book,society
2, primary curriculum iv (humanities and social science science) ,getting beyond the facts teaching social studies,joekincheloe,2001.0,book,society
2, primary curriculum iv (humanities and social science science) ,explanations of attitudes to change colombian mathematics teachers conceptions of their own teaching practices of beginning algebra,anaagudelovalderrama,2004.0,thesis,society
2, the developing mind ,abnormal child psychology,ericmash,1999.0,book,society
2, the developing mind ,automation and systems issues in air traffic control,advancednato,1991.0,book,society
2, the developing mind ,psychological science,michaelgazzaniga,2003.0,book,society
2, web analytics ,information communication and society,bhaskarmukherjee,2012.0,book,society
2, web analytics ,big data challenges society security innovation and ethics,annobunnik,2016.0,book,society
2, web analytics ,crime control in britain a review of policy research,rclarke,1983.0,book,society
2, web analytics ,the new media society and politics in the philippines,raulpertierra,2012.0,book,society
2, web analytics ,feeling in control designing the melbourne bus user experience,robertssarah,2020.0,thesis,arts
2, managing strategic risk and projects ,international academy for case studies proceedings,academiesallied,1996.0,conferenceproceedings,society
2, managing strategic risk and projects ,it based management challenges and solutions,luizjoia,2003.0,book,society
2, managing strategic risk and projects ,contextualizing health and aging in the americas effects of space time and place,williamvega,2019.0,book,health
2, managing strategic risk and projects ,the journal for quality and participation,forassociation,1900.0,book,arts
2, managing strategic risk and projects ,international journal of information technology project management (ijitpm),johnwang,2015.0,book,society
2, managing strategic risk and projects ,internationalisation of small and medium enterprises mediating role of relationship quality,mdlsmail,2011.0,thesis,society
2, marine ecology ,culture of giant clams for food and for restocking tropical reefs,ctisdell,1991.0,book,hospitality
2, marine ecology ,landscape succession strategy melbourne gardens 2016   2036 adapting a world renowned botanical landscape to climate change 1 july 2016   30 june 2036,botanicroyal,2016.0,book,architecture
2, corporations law ,the development of the separate legal entity and limited liability concepts in company law an evolutionary perspective,philliplipton,2012.0,thesis,society
2, politics journalism and society ,people and their opinions thinking critically about public opinion,ericshiraev,2006.0,book,society
2, politics journalism and society ,the daily globe environmental change the public and the media,joesmith,2000.0,book,society
2, religion politics and society in sixteenth-century england ,the tudor constitution documents and commentary,gelton,1960.0,book,society
2, religion politics and society in sixteenth-century england ,australian joint copying project handbook,librarynational,1972.0,book,society
2, religion politics and society in sixteenth-century england ,revolution in religion the english reformation 1530 1570,dloades,1992.0,book,society
2, religion politics and society in sixteenth-century england ,the womens pages,victoriapurman,2020.0,book,society
2, culture diversity and crime ,health care for women international,councilinternational,1900.0,book,society
2, culture diversity and crime ,national report,royalaustralia,1991.0,book,society
